"pID","app_num","text","title","p1group","app_order","p2final","p1initial","p1_betweenness","p1final","p2initial","word_cnt","funct","pronoun","ppron","i","we","you","shehe","they","ipron","article","verb","auxverb","past","present","future","adverb","preps","conj","negate","quant","number","swear","social","family","friend","humans","affect","posemo","negemo","anx","anger","sad","cogmech","insight","cause","discrep","tentat","certain","inhib","incl","excl","percept","see","hear","feel","bio","body","health","sexual","ingest","relativ","motion","space","time","work","achieve","leisure","home","money","relig","death","assent","nonfl","filler","r_sent.neg","r_sent.pos","r_sent.neut","Gender","Age","Edu","School","Race","Ego","SPP"
"DP257",22,"Having a pet even an electronic one, is always fun. I think the design of the app image is also really great since it looks like the frog is 3D but its not too much graphics. ","Ancient Frog",1,23,3,4,"high",4,3,36,61.11,8.33,2.78,2.78,0,0,0,0,5.56,13.89,16.67,11.11,0,13.89,0,11.11,5.56,5.56,2.78,2.78,2.78,0,0,0,0,0,5.56,5.56,0,0,0,0,16.67,2.78,2.78,0,0,2.78,0,0,8.33,5.56,5.56,0,0,0,0,0,0,0,2.78,0,0,2.78,0,0,0,2.78,0,0,0,0,0,0,0.543320807,0.456679193,0.177844919,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",26,"Ok, I thought this app was interesting since it involved natural disasters but it basically encouraged trying to save your house rather than evacuating. Correct me if I'm wrong.","Save My Telly",1,5,2,4,"high",4,3,30,50,23.33,13.33,10,0,3.33,0,0,10,0,6.67,3.33,6.67,0,0,6.67,10,6.67,0,0,0,0,10,0,0,0,20,13.33,6.67,0,0,0,23.33,3.33,3.33,6.67,3.33,3.33,3.33,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,3.33,0,0,0,3.33,0,0,0.7972923,0.2027077,0.143047209,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",54,"App feels like there is lots of potential and I like the graphics of it. Seems to be a lot of innovation in the game, but will definitely need a unique feature in it to make someone play this a lot.","Safire",0,21,4,5,"low",NA,2,41,68.29,12.2,2.44,2.44,0,0,0,0,9.76,12.2,17.07,7.32,0,12.2,2.44,4.88,17.07,4.88,0,9.76,0,0,4.88,0,0,0,4.88,4.88,0,0,0,0,26.83,4.88,2.44,2.44,12.2,2.44,0,2.44,2.44,2.44,0,0,2.44,0,0,0,0,0,4.88,0,4.88,0,0,2.44,4.88,0,0,0,0,0,0,0,0.461207839,0.538792161,0.052107402,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",49,"Not that interesting and seems like a game that one would get bored with in around ten minutes. Not a game that I would recommend to others. ","Victorian Mysteries",1,14,3,3,"low",3,4,27,66.67,18.52,3.7,3.7,0,0,0,0,14.81,7.41,14.81,7.41,0,7.41,7.41,3.7,14.81,3.7,7.41,0,7.41,0,7.41,0,0,0,7.41,3.7,3.7,0,0,0,29.63,3.7,0,7.41,3.7,0,0,11.11,7.41,0,0,0,0,0,0,0,0,0,11.11,0,7.41,3.7,0,0,7.41,0,0,0,0,0,0,0,0.644933274,0.355066726,0.181480484,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",73,"Very unoriginal and probably has been done numerous times before. Doesn't seem to be much point to the game and overall just not interesting at all.","Catapulten",2,4,2,2,"low",1,4,27,62.96,0,0,0,0,0,0,0,0,3.7,18.52,14.81,7.41,7.41,0,11.11,14.81,7.41,3.7,7.41,0,0,3.7,0,0,0,3.7,3.7,0,0,0,0,29.63,3.7,0,0,11.11,3.7,0,7.41,7.41,0,0,0,0,0,0,0,0,0,14.81,0,7.41,7.41,0,0,3.7,0,0,0,0,0,0,0,0.798567701,0.201432299,0.230737064,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",47,"I thought this was a really cool idea since it was like a mix between the coconut game, bowling, and colonizing islands. I just think the image of the ball needed to be more engaging. ","Knock It",3,11,4,4,"high",4,3,35,57.14,11.43,5.71,5.71,0,0,0,0,5.71,14.29,17.14,8.57,11.43,2.86,0,5.71,11.43,2.86,0,2.86,0,0,2.86,0,0,0,5.71,5.71,0,0,0,0,22.86,8.57,2.86,2.86,0,0,0,2.86,5.71,5.71,2.86,0,2.86,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,0,2.86,0,0,0.486475058,0.513524942,0.117191438,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",10,"Overall it just seems like a really bad app and is just unappealing. Targeted at kids and I would probably delete this off my phone in a few minutes or so.","Floobz",2,8,2,3,"low",3,4,31,64.52,12.9,6.45,6.45,0,0,0,0,6.45,6.45,9.68,6.45,0,6.45,3.23,16.13,9.68,12.9,0,3.23,0,0,6.45,0,0,3.23,3.23,0,3.23,0,0,0,32.26,3.23,0,3.23,12.9,0,0,6.45,12.9,0,0,0,0,0,0,0,0,0,12.9,0,9.68,3.23,0,0,0,0,0,0,0,0,0,0,0.873294798,0.126705202,0.211128466,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",42,"I liked this game since it had an engaging app image that was at the same time fairly ambiguous, it had minimal animation but it still made you interested in learning about it.","Odum",0,7,4,4,"high",4,4,33,63.64,24.24,6.06,3.03,0,3.03,0,0,18.18,6.06,15.15,9.09,15.15,0,0,6.06,12.12,3.03,0,6.06,0,0,6.06,0,0,0,9.09,9.09,0,0,0,0,21.21,3.03,6.06,0,6.06,0,0,0,3.03,3.03,3.03,0,0,0,0,0,0,0,12.12,0,6.06,6.06,3.03,0,3.03,0,0,0,0,0,0,0,0.348955844,0.651044156,0.159881862,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",40,"I thought the worms were a creative touch for an app. Most apps seem to be about furry creatures a.k.a. mammals. The jet packs were also pretty funny since you don't usually think of worms as having access to any transportation or technology. I usually think about monkeys and jetpacks. ","Jet Worm",2,7,2,3,"high",2,2,53,52.83,5.66,5.66,3.77,0,1.89,0,0,0,11.32,15.09,7.55,5.66,5.66,0,9.43,15.09,7.55,0,3.77,0,0,1.89,0,0,0,5.66,5.66,0,0,0,0,24.53,7.55,3.77,0,13.21,0,0,1.89,1.89,1.89,0,0,1.89,0,0,0,0,0,5.66,1.89,0,3.77,0,1.89,0,0,0,1.89,0,0,0,0,0.485651448,0.514348552,0.042260723,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",61,"App seems boring and it doesn't seem like an app that someone would play with for more than a few minutes at most. Probably more suitable for little kids","Cub And Mag",1,6,2,2,"low",2,3,30,56.67,10,0,0,0,0,0,0,10,6.67,10,3.33,0,6.67,3.33,3.33,16.67,3.33,0,13.33,0,0,6.67,0,0,3.33,6.67,3.33,3.33,0,0,0,26.67,6.67,0,3.33,16.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,10,0,6.67,3.33,0,0,3.33,0,0,0,0,0,0,0,0.648913262,0.351086738,0.150059803,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",55,"Vampires would be a plus in my book normally but fighting vampires is also a huge cliche, I think the important thing about games is to be unique but also interesting.","Vampire Village",3,1,3,1,"high",1,3,31,64.52,9.68,6.45,6.45,0,0,0,0,3.23,9.68,19.35,16.13,0,9.68,3.23,9.68,12.9,16.13,0,3.23,0,0,6.45,0,0,0,9.68,6.45,3.23,0,3.23,0,16.13,3.23,0,3.23,0,0,0,3.23,6.45,0,0,0,0,0,0,0,0,0,6.45,0,6.45,0,3.23,3.23,6.45,0,0,0,0,0,0,0,0.552002995,0.447997005,0.056766571,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",35,"Controlling a rainbow ball to a specific location seems like a interesting and challenging task. After a few rounds thought it probably gets quite difficult and makes people lose interest.","Rainbow Ball Rush",1,22,3,3,"low",3,3,30,36.67,3.33,0,0,0,0,0,0,3.33,13.33,13.33,0,3.33,10,0,3.33,6.67,6.67,0,3.33,0,0,3.33,0,0,3.33,16.67,10,6.67,0,0,3.33,26.67,6.67,6.67,0,10,0,3.33,6.67,0,3.33,3.33,0,3.33,0,0,0,0,0,3.33,0,0,3.33,3.33,10,3.33,0,0,0,0,0,0,0,0.44487443,0.55512557,0.151933309,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",6,"A pointless app that is quite reliant on luck. Could be used to kill some time but it's definitely not productive and neither does it bring much enjoyment either.","High Low Spinner",0,1,2,3,"low",3,3,30,60,10,0,0,0,0,0,0,10,3.33,20,13.33,3.33,10,0,3.33,6.67,6.67,6.67,13.33,0,0,0,0,0,0,13.33,10,3.33,0,3.33,0,36.67,0,6.67,3.33,10,3.33,0,3.33,10,0,0,0,0,0,0,0,0,0,10,3.33,3.33,3.33,3.33,3.33,0,0,0,0,3.33,0,0,0,0.81963891,0.18036109,0.150565396,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",80,"Art is quite cute while the idea is quite similar with a lot of other apps. Could be a good app to kill some time but definitely not one I would get addicted to.","Build A Path",0,4,3,2,"low",2,3,34,61.76,5.88,2.94,2.94,0,0,0,0,2.94,8.82,17.65,14.71,0,8.82,2.94,2.94,11.76,5.88,2.94,5.88,2.94,0,0,0,0,0,11.76,8.82,2.94,0,2.94,0,32.35,2.94,0,5.88,11.76,2.94,0,2.94,5.88,0,0,0,0,2.94,0,2.94,0,0,5.88,0,0,5.88,0,0,2.94,0,0,0,2.94,0,0,0,0.662478326,0.337521674,0.124952079,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",79,"I thought it was really cool that most people rated this app very well, it seems kind of creepy imagining pigs around pastries, but at the same time it's appropriate since french people like sweets. Haha","Pastry Pig",1,21,4,4,"high",5,5,37,48.65,16.22,2.7,2.7,0,0,0,0,13.51,2.7,8.11,2.7,5.41,2.7,0,10.81,10.81,2.7,0,5.41,0,0,5.41,0,0,5.41,10.81,10.81,0,0,0,0,24.32,8.11,2.7,0,5.41,0,0,2.7,5.41,5.41,0,0,2.7,0,0,0,0,0,8.11,0,5.41,2.7,0,0,0,0,0,0,0,5.41,2.7,0,0.245275534,0.754724466,0.16211923,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",59,"I appreciate the idea of this game, and the acorns look really cute now that I noticed that they have smiley faces. I don't think the glasses are that attractive but I guess that is the appeal.","Little Acorns",1,6,3,3,"high",2,3,38,57.89,26.32,13.16,10.53,0,0,0,2.63,13.16,10.53,15.79,7.89,0,15.79,0,5.26,2.63,5.26,0,0,0,0,5.26,0,0,0,10.53,10.53,0,0,0,0,21.05,10.53,0,0,2.63,0,0,2.63,5.26,2.63,2.63,0,0,2.63,2.63,0,0,0,2.63,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0.630463763,0.369536237,0.076516805,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",45,"I thought the image of the app reminded me of some hookahs or a hookah bar sign and that was an immediate turn off. I think games with racial connotations are bad. ","Tryptic",3,19,4,3,"high",2,4,32,53.13,12.5,9.38,9.38,0,0,0,0,3.13,12.5,15.63,6.25,6.25,9.38,0,0,12.5,6.25,0,3.13,0,0,3.13,0,0,0,3.13,0,3.13,0,0,0,21.88,6.25,0,0,6.25,0,0,6.25,3.13,3.13,3.13,0,0,3.13,0,0,0,3.13,6.25,0,3.13,3.13,0,0,6.25,0,0,0,0,0,0,0,0.627617292,0.372382708,0.115721987,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",66,"I don't really like games about robots unless its something engineering related, since robots as a subject seem like a cliche now. I just watched Avengers too and it sucked.","Droid Getaway",0,10,3,3,"high",4,3,31,51.61,16.13,6.45,6.45,0,0,0,0,9.68,6.45,6.45,0,3.23,3.23,0,16.13,12.9,9.68,0,0,0,3.23,3.23,0,0,0,3.23,0,3.23,0,3.23,0,25.81,6.45,3.23,0,6.45,0,0,3.23,12.9,3.23,3.23,0,0,0,0,0,0,0,3.23,0,0,3.23,0,0,3.23,0,0,0,0,0,0,0,0.723444193,0.276555807,0.140744954,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",48,"I don't think more people like astronaut games that much unless there were also aliens involved. I forget in this description had aliens but it should also have new planets to make the game interesting.","Mazonaut",2,23,2,3,"high",2,2,36,52.78,13.89,5.56,5.56,0,0,0,0,8.33,2.78,16.67,11.11,5.56,8.33,2.78,8.33,8.33,11.11,0,5.56,0,0,11.11,0,0,2.78,2.78,2.78,0,0,0,0,16.67,2.78,2.78,2.78,0,0,2.78,0,5.56,0,0,0,0,0,0,0,0,0,5.56,0,2.78,2.78,0,0,5.56,0,0,0,0,0,0,0,0.652819425,0.347180575,0.196470637,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",31,"Like a ripoff of angry birds except you aren't trying to destroy things. While it is kind of interesting it doesn't hook you in for too long.","Toss The Bird",2,2,3,4,"low",4,4,29,51.72,17.24,6.9,0,0,6.9,0,0,10.34,3.45,3.45,3.45,0,3.45,0,3.45,20.69,3.45,0,0,0,0,6.9,0,0,0,10.34,3.45,6.9,0,6.9,0,3.45,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,10.34,0,3.45,6.9,0,3.45,0,0,0,0,0,0,0,0,0.759436334,0.240563666,0.100602955,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",74,"Doesn't seem like an interesting game and seems quite repetitive. Would probably play for around five minutes before deleting the game from my phone.","Timber Slide",0,24,2,3,"low",2,3,25,44,4,4,4,0,0,0,0,0,8,12,4,0,8,4,8,16,4,0,0,4,0,12,0,0,0,8,8,0,0,0,0,28,8,0,4,16,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0,4,12,0,0,12,0,0,0,0,0,0,0,0.74144192,0.25855808,0.206851375,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",7,"Quite a unique game but is a board game that people will probably get bored of after playing for a while. Probably will be kept but won't be played excessively.","Wayse",1,15,4,3,"low",3,4,31,58.06,3.23,0,0,0,0,0,0,3.23,9.68,29.03,16.13,9.68,6.45,6.45,6.45,9.68,9.68,0,3.23,0,0,9.68,0,0,3.23,12.9,9.68,3.23,0,0,0,19.35,0,0,0,9.68,0,3.23,0,6.45,0,0,0,0,0,0,0,0,0,6.45,0,0,6.45,0,3.23,12.9,0,0,0,0,0,0,0,0.593639952,0.406360048,0.305034095,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",16,"Concept is kind of original but graphics seem to be very low and even though the idea is original, it does not seem too appealing to people that play it.","Bug Battles",1,8,3,2,"low",2,3,30,60,10,0,0,0,0,0,0,10,3.33,20,13.33,0,16.67,0,13.33,10,10,3.33,0,0,0,3.33,0,0,3.33,13.33,10,3.33,0,0,3.33,20,10,0,0,6.67,0,0,3.33,6.67,0,0,0,0,0,0,0,0,0,3.33,0,3.33,0,0,0,3.33,0,0,0,0,0,0,0,0.614312254,0.385687746,0.114062351,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",4,"This game reminded me of jewel run or bedazzled, I forget the title of the game. It also sort of reminded me of traffic lights, so it did not create a good association. ","Droppix",0,8,4,3,"high",3,4,33,54.55,18.18,9.09,9.09,0,0,0,0,9.09,9.09,3.03,3.03,3.03,0,0,6.06,12.12,9.09,3.03,0,0,0,6.06,0,0,0,6.06,6.06,0,0,0,0,15.15,0,3.03,0,6.06,0,3.03,0,6.06,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,3.03,3.03,6.06,0,0,0,0,0,0,0,0.532979645,0.467020355,0.178045928,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",25,"Art is cute and the game is fun for short sittings. Not a game where you get hooked onto for a few hours, as eventually you'll get tired of it.","Gum Drop",0,21,4,4,"low",4,4,31,58.06,9.68,6.45,0,0,6.45,0,0,3.23,9.68,12.9,6.45,0,12.9,0,6.45,16.13,6.45,3.23,3.23,0,0,12.9,0,0,0,6.45,6.45,0,0,0,0,6.45,0,0,0,0,0,0,3.23,3.23,0,0,0,0,3.23,0,3.23,0,0,16.13,0,9.68,6.45,0,0,9.68,0,0,0,0,0,0,0,0.554519645,0.445480355,0.203688799,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",9,"Another game where you match objects, this time with fruits. Again, may be fun for a few minutes but not much after that. Also, the fruits aren't that attractive a thing to throw.","Fruit Fling",2,12,3,3,"low",3,3,34,64.71,14.71,2.94,0,0,2.94,0,0,11.76,8.82,5.88,5.88,0,0,2.94,8.82,11.76,5.88,2.94,8.82,0,0,5.88,0,0,0,5.88,5.88,0,0,0,0,11.76,0,0,0,2.94,0,0,2.94,5.88,5.88,0,0,0,5.88,0,0,0,5.88,17.65,2.94,2.94,11.76,0,0,2.94,0,0,0,0,0,0,0,0.552522163,0.447477837,0.21265861,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",53,"Another game where you have to match things up together to achieve your goal. Overused idea but with different objects. Get it to kill some time.","Tanglers",3,9,3,2,"low",NA,4,26,53.85,15.38,7.69,0,0,7.69,0,0,7.69,0,7.69,3.85,0,7.69,0,3.85,19.23,3.85,0,7.69,0,0,11.54,0,0,0,3.85,0,3.85,0,3.85,0,15.38,3.85,0,0,3.85,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,15.38,0,11.54,3.85,7.69,7.69,3.85,0,0,0,3.85,0,0,0,0.636959169,0.363040831,0.63180179,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",34,"Seems like an interesting and addicting game that one could play for a long time. Graphics look quite nice and would definitely try this app.","Rusty Orb",3,5,4,5,"low",5,3,25,44,8,0,0,0,0,0,0,8,8,20,8,0,12,4,4,4,8,0,0,4,0,4,0,0,0,16,16,0,0,0,0,28,4,0,8,8,4,0,8,0,4,4,0,0,4,0,4,0,0,8,0,0,8,0,4,8,0,0,0,0,0,0,0,0.399027067,0.600972933,0.117357734,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",5,"Game sounds interesting at first and could get quite difficult but after a while it gets repetitive and boring. Probably only played when bored.","Non Stop",2,17,3,2,"low",2,4,24,54.17,4.17,0,0,0,0,0,0,4.17,4.17,16.67,4.17,4.17,8.33,0,12.5,8.33,20.83,0,0,4.17,0,4.17,0,0,0,20.83,8.33,12.5,0,0,0,25,0,0,4.17,8.33,0,0,8.33,4.17,4.17,0,4.17,0,0,0,0,0,0,25,0,4.17,20.83,0,4.17,8.33,0,0,0,0,0,0,0,0.837760959,0.162239041,0.11262333,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",50,"I liked this game since it reminded me of one of those boxes that kids play with and it has empty shells of shapes, but I thought this game was also a bit dull.","Shape Star",2,18,3,4,"high",3,4,34,61.76,26.47,8.82,8.82,0,0,0,0,17.65,2.94,11.76,5.88,8.82,2.94,0,2.94,14.71,8.82,0,2.94,2.94,0,8.82,0,0,2.94,11.76,5.88,5.88,0,0,5.88,14.71,2.94,2.94,0,0,0,0,5.88,2.94,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,8.82,0,0,0,0,0,0,0,0.452466032,0.547533968,0.160351768,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",72,"Voodoo would be an interesting topic for a game but since the game involves actual voodoo or the user to be conducting voodoo, I think that is a bit over people's boundaries.","Voodoo Friends",3,0,3,1,"high",1,3,33,51.52,6.06,3.03,3.03,0,0,0,0,3.03,15.15,15.15,12.12,0,6.06,3.03,0,12.12,6.06,0,3.03,0,0,12.12,0,0,3.03,3.03,3.03,0,0,0,0,18.18,3.03,3.03,3.03,3.03,0,3.03,0,6.06,0,0,0,0,0,0,0,0,0,3.03,0,3.03,0,0,0,6.06,0,0,0,0,0,0,0,0.40949908,0.59050092,0.21953672,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",43,"Looks like a huge rip off of Mario, so if you like something of this sort. You're probably better off going to play Mario as there is pretty much endless gameplay there.","Kinopian",2,14,2,3,"low",2,4,33,54.55,12.12,6.06,0,0,6.06,0,0,6.06,3.03,6.06,3.03,0,6.06,0,12.12,18.18,9.09,0,3.03,0,0,9.09,0,0,0,9.09,9.09,0,0,0,0,15.15,0,0,3.03,15.15,0,0,0,6.06,3.03,3.03,0,0,0,0,0,0,0,12.12,3.03,9.09,0,0,3.03,6.06,0,0,0,0,0,0,0,0.569504968,0.430495032,0.070907908,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",13,"I think everyone likes owls right now since they seem to represent hipster glasses or something. I guess you can't go wrong with an owl app even if it looks funky. ","Hoot",3,3,3,4,"high",5,5,32,50,21.88,12.5,6.25,0,3.13,0,3.13,9.38,3.13,18.75,3.13,0,18.75,0,6.25,9.38,6.25,0,0,0,0,9.38,0,0,0,6.25,3.13,3.13,0,0,0,25,6.25,3.13,3.13,15.63,0,0,3.13,9.38,3.13,3.13,0,0,0,0,0,0,0,9.38,3.13,3.13,3.13,0,0,0,0,0,0,0,0,0,0,0.777060201,0.222939799,0.165443508,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",18,"I am biased to like this game since I really like cats, and the picture looks so cute with the cat driving down a brick road. I think the image may be overdoing it a little bit though.
","Slide Road",2,19,3,3,"high",NA,3,38,55.26,13.16,7.89,7.89,0,0,0,0,5.26,13.16,13.16,7.89,0,7.89,2.63,7.89,10.53,7.89,0,2.63,0,0,2.63,0,0,0,2.63,2.63,0,0,0,0,15.79,2.63,2.63,0,2.63,0,0,5.26,2.63,7.89,7.89,0,0,0,0,0,0,0,10.53,2.63,7.89,0,0,0,2.63,0,0,0,0,0,0,0,0.426225187,0.573774813,0.120781274,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",78,"Idea isn't interesting, the art just isn't good. Overall, a really bad game that is unoriginal and isn't fun. Don't bother downloading this game.","Space Dust",0,25,1,1,"low",1,2,28,28.57,7.14,0,0,0,0,0,0,7.14,7.14,3.57,3.57,0,3.57,0,7.14,0,3.57,0,0,0,0,7.14,0,0,0,17.86,10.71,7.14,0,3.57,0,17.86,3.57,0,0,3.57,0,0,3.57,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,0,0,0,0,0,0,0,0.707208571,0.292791429,0.220203062,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",8,"I don't like the idea of this game since I don't see the point in collecting coconuts, like if it was to make coconut water, that would make the game much more interesting.","Drop The Nut",3,25,3,3,"high",3,3,35,48.57,14.29,5.71,5.71,0,0,0,0,8.57,8.57,14.29,5.71,2.86,8.57,2.86,0,11.43,2.86,0,5.71,0,0,5.71,0,0,0,2.86,2.86,0,0,0,0,17.14,2.86,8.57,5.71,2.86,0,0,0,2.86,2.86,2.86,0,0,2.86,0,0,0,2.86,5.71,0,5.71,0,0,0,5.71,0,0,0,0,0,0,0,0.768053362,0.231946638,0.183598174,2,23,5,"Rutgers",6,0.767896782,3.09
"DP257",11,"The bear in the app picture looked really cute since it looks a bit like a gummy bear and it has some chest fuzz, however the concept of the games seemed really boring.","Block Bear",1,3,3,2,"high",3,3,33,51.52,6.06,0,0,0,0,0,0,6.06,18.18,12.12,3.03,6.06,6.06,0,9.09,9.09,6.06,0,6.06,0,0,3.03,0,0,0,6.06,3.03,3.03,0,0,0,21.21,3.03,3.03,0,9.09,0,0,3.03,6.06,12.12,9.09,0,3.03,3.03,3.03,0,0,0,3.03,0,3.03,0,0,0,3.03,0,0,0,0,0,0,0,0.867649443,0.132350557,0.004485243,2,23,5,"Rutgers",6,0.767896782,3.09
"DP336",66,"Don't remember what this game is about at all- probably robots trying to get away from something. I would recommend because it seems actiony. ","Droid Getaway",2,0,1,5,"high",5,2,25,60,20,4,4,0,0,0,0,16,0,16,8,0,12,4,8,20,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,28,8,4,4,12,4,0,0,4,0,0,0,0,0,0,0,0,0,12,4,8,0,0,4,4,0,0,0,0,0,0,0,0.775252322,0.224747678,0.208573118,2,20,3,"Temple",6,0.518056024,2.18
"DP336",8,"Drop the nut onto something to score points. There are plenty of games out there like this one, so it doesn't seem unique. I might play if I'm bored. ","Drop The Nut",0,21,3,5,"high",5,4,31,61.29,16.13,6.45,6.45,0,0,0,0,9.68,3.23,9.68,6.45,0,6.45,3.23,9.68,12.9,6.45,0,6.45,3.23,0,3.23,0,0,0,6.45,3.23,3.23,0,0,0,16.13,3.23,0,3.23,12.9,0,0,3.23,6.45,0,0,0,0,0,0,0,0,0,9.68,0,6.45,0,0,0,6.45,0,0,0,0,0,0,0,0.578597908,0.421402092,0.00024796,2,20,3,"Temple",6,0.518056024,2.18
"DP336",53,"You had to collect tanglers for some reason.  I'm not sure if it was to save them or use them for yourself.  It involved puzzle and plot.  I thought it sounded fun but wasn't too excited by it.","Tanglers",3,25,3,2,"low",2,4,40,57.5,22.5,12.5,5,0,2.5,0,5,10,0,10,5,7.5,2.5,0,2.5,12.5,10,2.5,2.5,0,0,10,0,0,0,10,10,0,0,0,0,30,5,5,2.5,10,2.5,2.5,2.5,10,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702947177,0.297052823,0.12935,2,20,3,"Temple",6,0.518056024,2.18
"DP336",5,"This game was time dependent and involved wither matching or eliminating tiles.  You had to eliminate them constantly or do something with them constantly.  It seemed like fun.","Non Stop",2,6,4,5,"low",5,4,28,57.14,21.43,10.71,0,0,3.57,0,7.14,10.71,0,14.29,10.71,10.71,3.57,0,7.14,7.14,10.71,0,0,0,0,17.86,0,0,0,3.57,3.57,0,0,0,0,21.43,3.57,0,0,14.29,0,0,7.14,10.71,0,0,0,0,0,0,0,0,0,10.71,0,0,10.71,0,0,3.57,0,0,0,0,0,0,0,0.5874232,0.4125768,0.498133028,2,20,3,"Temple",6,0.518056024,2.18
"DP336",68,"This one sounded science-y but in a cool way because it was about protecting the environment.  Also there was something about making the sky pretty cool colors and patterns.  I liked the concept.","Brainergy",0,1,2,4,"low",NA,3,34,55.88,11.76,2.94,2.94,0,0,0,0,8.82,11.76,8.82,5.88,8.82,0,0,11.76,8.82,11.76,0,0,2.94,0,0,0,0,0,11.76,11.76,0,0,0,0,20.59,0,5.88,0,5.88,0,2.94,2.94,5.88,11.76,2.94,2.94,5.88,0,0,0,0,0,11.76,0,8.82,0,2.94,0,0,0,0,0,0,5.88,0,0,0.264930191,0.735069809,0.078169392,2,20,3,"Temple",6,0.518056024,2.18
"DP336",10,"Ah floobz.  The floobz were the characters you were trying to save or kill.  They seemed really annoying and the story seemed babyish.  Also floobz is a horrible name it sounds like boobs.  And they look like boobs!  Is that on purpose??","Floobz",1,7,1,1,"low",1,3,42,47.62,11.9,7.14,0,0,2.38,0,4.76,4.76,9.52,16.67,9.52,9.52,7.14,0,4.76,4.76,9.52,0,0,0,4.76,14.29,0,0,2.38,9.52,2.38,7.14,2.38,4.76,0,23.81,4.76,2.38,0,7.14,0,2.38,4.76,4.76,4.76,2.38,2.38,0,4.76,4.76,0,4.76,0,2.38,0,2.38,0,0,4.76,0,0,0,0,2.38,2.38,0,0,0.973533842,0.026466158,0.213902937,2,20,3,"Temple",6,0.518056024,2.18
"DP336",79,"Help the pigs rescue all the cupcakes they baked. I like this game because the pigs are cute and I like cupcakes. The gameplay seems challenging too. ","Pastry Pig",1,24,4,3,"high",3,3,27,48.15,14.81,11.11,7.41,0,0,0,3.7,3.7,14.81,7.41,3.7,0,7.41,0,3.7,0,7.41,0,3.7,0,0,14.81,0,0,0,7.41,7.41,0,0,0,0,14.81,3.7,3.7,0,3.7,3.7,0,3.7,0,0,0,0,0,3.7,0,0,0,3.7,0,0,0,0,3.7,3.7,7.41,3.7,0,0,0,0,0,0,0.597010149,0.402989851,0.12614548,2,20,3,"Temple",6,0.518056024,2.18
